issue,date,front1,front2,front3,front4,front5,back1,back2
2014102,2014-09-01,01,07,14,19,20,03,12
2014103,2014-09-03,14,20,23,25,26,10,12
2014104,2014-09-06,07,13,14,28,32,04,11
2014105,2014-09-08,04,10,26,29,32,04,08
2014106,2014-09-10,05,09,11,20,22,05,11
2014107,2014-09-13,05,13,14,21,34,08,10
2014108,2014-09-15,01,02,13,23,35,09,12
2014109,2014-09-17,15,18,20,21,23,01,02
2014110,2014-09-20,09,18,19,22,24,08,11
2014111,2014-09-22,11,16,18,20,29,03,04
2014112,2014-09-24,03,05,14,18,32,02,10
2014113,2014-09-27,02,13,17,19,23,01,06
2014114,2014-09-29,03,16,24,30,33,05,08
2014115,2014-10-01,01,05,26,29,30,02,10
2014116,2014-10-04,06,13,15,24,27,04,05
2014117,2014-10-06,03,14,17,18,33,06,09
2014118,2014-10-08,02,03,23,24,26,05,11
2014119,2014-10-11,04,08,09,13,18,08,12
2014120,2014-10-13,01,04,06,18,33,05,11
2014121,2014-10-15,13,16,18,22,32,08,10
2014122,2014-10-18,03,10,25,26,35,01,07
2014123,2014-10-20,01,09,12,22,25,02,09
2014124,2014-10-22,01,03,28,29,35,08,12
2014125,2014-10-25,12,15,19,23,31,04,10
2014126,2014-10-27,02,09,22,30,34,09,10
2014127,2014-10-29,02,04,06,15,19,02,11
2014128,2014-11-01,02,04,16,22,34,08,11
2014129,2014-11-03,07,22,28,30,32,05,06
2014130,2014-11-05,02,18,31,32,33,05,07
2014131,2014-11-08,03,16,19,23,27,03,07
2014132,2014-11-10,01,03,04,19,32,01,07
2014133,2014-11-12,02,08,12,14,18,04,12
2014134,2014-11-15,02,05,07,11,32,09,12
2014135,2014-11-17,20,26,28,30,35,09,12
2014136,2014-11-19,04,18,20,34,35,07,11
2014137,2014-11-22,02,11,16,22,34,02,05
2014138,2014-11-24,01,07,29,32,34,09,12
2014139,2014-11-26,03,05,07,15,34,01,10
2014140,2014-11-29,01,19,20,25,34,07,12
2014141,2014-12-01,04,17,20,26,29,05,08
2014142,2014-12-03,18,21,25,28,30,04,06
2014143,2014-12-06,01,11,14,18,25,06,10
2014144,2014-12-08,01,21,24,25,35,04,11
2014145,2014-12-10,15,19,22,24,26,10,11
2014146,2014-12-13,02,16,23,24,28,10,11
2014147,2014-12-15,05,09,14,26,34,02,09
2014148,2014-12-17,03,09,10,11,20,07,09
2014149,2014-12-20,02,13,19,26,35,01,05
2014150,2014-12-22,19,21,30,33,35,05,07
2014151,2014-12-24,03,08,26,31,32,08,12
2014152,2014-12-27,05,12,18,24,33,01,05
2014153,2014-12-29,01,08,13,24,32,05,10
2014154,2014-12-31,05,12,17,23,28,02,09
2015001,2015-01-03,08,09,19,27,30,06,07
2015002,2015-01-05,03,14,20,26,32,06,10
2015003,2015-01-07,12,19,27,28,34,01,12
2015004,2015-01-10,03,12,14,18,28,05,06
2015005,2015-01-12,11,14,15,18,19,07,08
2015006,2015-01-14,06,08,30,32,33,03,07
2015007,2015-01-17,02,07,08,14,31,04,08
2015008,2015-01-19,07,10,11,15,17,03,10
2015009,2015-01-21,17,22,26,27,33,06,10
2015010,2015-01-24,02,06,17,30,35,02,07
2015011,2015-01-26,04,13,22,25,30,01,06
2015012,2015-01-28,03,04,06,11,31,05,09
2015013,2015-01-31,11,15,25,28,35,07,10
2015014,2015-02-02,08,16,25,29,35,03,10
2015015,2015-02-04,01,05,13,17,32,04,11
2015016,2015-02-07,06,07,16,20,34,09,11
2015017,2015-02-09,07,13,16,17,29,01,07
2015018,2015-02-11,04,07,10,23,31,03,07
2015019,2015-02-14,02,08,16,22,24,01,03
2015020,2015-02-16,11,26,28,29,32,01,04
2015021,2015-02-25,22,23,24,26,31,05,06
2015022,2015-02-28,09,11,14,15,26,11,12
2015023,2015-03-02,06,09,11,12,22,03,11
2015024,2015-03-04,02,06,08,16,34,03,04
2015025,2015-03-07,07,10,20,22,27,10,11
2015026,2015-03-09,11,13,14,15,22,02,08
2015027,2015-03-11,05,21,22,25,28,03,10
2015028,2015-03-14,03,09,28,32,33,09,10
2015029,2015-03-16,07,10,19,30,35,03,05
2015030,2015-03-18,09,18,19,26,31,02,05
2015031,2015-03-21,07,21,29,32,33,04,12
2015032,2015-03-23,06,21,25,27,30,07,11
2015033,2015-03-25,03,17,22,26,28,03,07
2015034,2015-03-28,04,08,15,18,26,05,09
2015035,2015-03-30,22,24,29,30,35,01,10
2015036,2015-04-01,14,18,20,23,24,04,08
2015037,2015-04-04,10,16,21,28,31,07,08
2015038,2015-04-06,12,19,22,31,35,07,08
2015039,2015-04-08,03,06,07,16,25,01,06
2015040,2015-04-11,02,09,10,23,35,09,12
2015041,2015-04-13,01,11,21,23,28,01,10
2015042,2015-04-15,03,07,12,17,24,02,11
2015043,2015-04-18,02,20,22,25,29,02,07
2015044,2015-04-20,16,18,27,31,33,01,03
2015045,2015-04-22,08,09,22,29,30,08,12
2015046,2015-04-25,05,07,10,22,26,04,10
2015047,2015-04-27,01,02,17,23,31,05,12
2015048,2015-04-29,10,11,22,24,33,02,09
2015049,2015-05-02,08,09,11,15,22,08,10
2015050,2015-05-04,06,07,10,20,28,02,07
2015051,2015-05-06,01,02,11,16,21,01,05
2015052,2015-05-09,13,19,24,27,29,07,08
2015053,2015-05-11,08,25,28,29,32,04,07
2015054,2015-05-13,02,09,15,24,34,03,09
2015055,2015-05-16,06,11,14,20,30,05,10
2015056,2015-05-18,06,12,19,26,35,03,10
2015057,2015-05-20,01,05,07,14,26,04,06
2015058,2015-05-23,10,14,20,27,30,07,12
2015059,2015-05-25,07,09,19,23,32,01,03
2015060,2015-05-27,16,24,25,26,33,04,11
2015061,2015-05-30,06,07,08,16,22,02,10
2015062,2015-06-01,06,07,13,14,15,01,04
2015063,2015-06-03,01,04,06,34,35,02,04
2015064,2015-06-06,02,08,20,28,31,07,10
2015065,2015-06-08,04,05,07,13,35,08,11
2015066,2015-06-10,01,03,07,13,29,02,10
2015067,2015-06-13,04,10,18,24,27,04,11
2015068,2015-06-15,02,03,20,31,35,04,08
2015069,2015-06-17,02,09,11,22,25,01,07
2015070,2015-06-20,03,09,12,17,18,04,12
2015071,2015-06-22,04,06,13,16,34,04,10
2015072,2015-06-24,19,20,21,31,33,09,10
2015073,2015-06-27,09,26,27,30,34,01,06
2015074,2015-06-29,01,12,21,27,33,04,09
2015075,2015-07-01,13,14,26,27,33,10,12
2015076,2015-07-04,03,19,21,31,34,05,12
2015077,2015-07-06,01,16,17,22,28,02,09
2015078,2015-07-08,19,24,26,28,33,01,02
2015079,2015-07-11,01,09,17,23,24,04,05
2015080,2015-07-13,14,20,29,30,32,03,08
2015081,2015-07-15,03,04,10,13,17,05,09
2015082,2015-07-18,08,15,28,31,33,03,06
2015083,2015-07-20,14,16,19,25,29,10,12
2015084,2015-07-22,10,20,21,32,34,06,07
2015085,2015-07-25,02,03,04,06,16,03,12
2015086,2015-07-27,05,09,11,15,32,04,09
2015087,2015-07-29,02,05,15,17,22,01,11
2015088,2015-08-01,05,15,28,31,34,11,12
2015089,2015-08-03,05,12,18,20,27,10,12
2015090,2015-08-05,06,09,11,17,21,06,08
2015091,2015-08-08,02,07,28,29,30,03,07
2015092,2015-08-10,02,14,21,27,34,05,08
2015093,2015-08-12,16,17,25,26,27,02,04
2015094,2015-08-15,02,03,10,11,29,03,07
2015095,2015-08-17,08,14,26,34,35,05,10
2015096,2015-08-19,03,09,12,18,21,02,06
2015097,2015-08-22,04,16,17,26,27,01,04
2015098,2015-08-24,09,14,21,27,33,06,09
2015099,2015-08-26,09,12,14,22,25,05,10
2015100,2015-08-29,09,15,18,23,32,05,07
2015101,2015-08-31,06,12,17,18,32,07,12
2015102,2015-09-02,11,14,15,33,34,03,12
2015103,2015-09-05,07,09,15,25,34,04,10
2015104,2015-09-07,16,19,25,30,34,04,09
2015105,2015-09-09,08,09,15,21,27,05,09
2015106,2015-09-12,02,11,13,22,30,02,03
2015107,2015-09-14,03,23,25,28,29,06,07
2015108,2015-09-16,01,13,16,26,31,07,12
2015109,2015-09-19,01,06,11,22,31,03,12
2015110,2015-09-21,02,07,10,22,30,07,11
2015111,2015-09-23,07,08,16,24,28,03,10
2015112,2015-09-26,04,05,15,19,28,04,11
2015113,2015-09-28,01,14,21,29,33,02,10
2015114,2015-09-30,09,18,24,31,34,02,10
2015115,2015-10-03,08,12,13,14,16,03,09
2015116,2015-10-05,07,10,19,24,33,03,07
2015117,2015-10-07,06,17,20,30,33,10,11
2015118,2015-10-10,03,07,20,24,31,04,09
2015119,2015-10-12,01,08,12,16,21,06,11
2015120,2015-10-14,01,09,15,24,32,05,10
2015121,2015-10-17,02,04,17,27,28,04,06
2015122,2015-10-19,11,13,15,26,35,06,11
2015123,2015-10-21,04,15,27,29,30,02,10
2015124,2015-10-24,04,06,12,31,32,03,06
2015125,2015-10-26,02,03,15,17,28,08,10
2015126,2015-10-28,04,05,08,09,21,03,06
2015127,2015-10-31,09,11,14,19,30,03,08
2015128,2015-11-02,10,12,23,30,32,03,04
2015129,2015-11-04,01,06,23,25,29,03,09
2015130,2015-11-07,17,25,31,32,34,02,12
2015131,2015-11-09,11,17,19,20,27,02,03
2015132,2015-11-11,03,08,14,18,27,01,05
2015133,2015-11-14,03,07,08,25,30,04,08
2015134,2015-11-16,01,02,06,15,35,04,07
2015135,2015-11-18,05,16,20,25,29,06,08
2015136,2015-11-21,05,20,23,29,32,02,10
2015137,2015-11-23,14,17,21,23,26,08,11
2015138,2015-11-25,01,16,20,29,32,04,07
2015139,2015-11-28,02,03,05,25,32,05,07
2015140,2015-11-30,01,11,15,26,35,06,11
2015141,2015-12-02,02,04,15,19,31,02,03
2015142,2015-12-05,12,14,22,26,30,03,06
2015143,2015-12-07,09,20,31,33,35,10,11
2015144,2015-12-09,01,09,24,26,29,06,11
2015145,2015-12-12,06,07,20,29,32,11,12
2015146,2015-12-14,04,15,19,27,31,04,11
2015147,2015-12-16,01,02,13,18,19,08,10
2015148,2015-12-19,08,11,27,31,33,08,09
2015149,2015-12-21,04,06,10,12,28,02,08
2015150,2015-12-23,04,13,18,25,33,03,07
2015151,2015-12-26,15,16,18,30,35,01,07
2015152,2015-12-28,04,05,22,29,35,02,11
2015153,2015-12-30,01,07,22,27,33,02,11
2016001,2016-01-02,01,07,19,20,30,05,10
2016002,2016-01-04,07,12,18,25,35,07,09
2016003,2016-01-06,04,12,17,22,26,06,07
2016004,2016-01-09,10,20,23,32,35,09,10
2016005,2016-01-11,06,09,12,15,20,08,11
2016006,2016-01-13,14,16,17,22,24,02,09
2016007,2016-01-16,02,05,14,32,35,01,03
2016008,2016-01-18,05,12,31,34,35,04,05
2016009,2016-01-20,05,08,10,17,20,02,12
2016010,2016-01-23,12,13,15,16,28,02,05
2016011,2016-01-25,02,08,10,15,23,05,10
2016012,2016-01-27,05,07,11,23,28,03,12
2016013,2016-01-30,03,21,23,31,35,02,11
2016014,2016-02-01,06,08,21,24,27,02,10
2016015,2016-02-03,01,04,10,13,30,03,09
2016016,2016-02-06,03,10,22,29,32,02,05
2016017,2016-02-15,11,18,24,28,29,05,10
2016018,2016-02-17,05,10,13,27,33,08,11
2016019,2016-02-20,04,11,15,20,26,08,09
2016020,2016-02-22,01,16,22,29,30,02,09
2016021,2016-02-24,01,04,09,10,35,09,11
2016022,2016-02-27,04,18,21,30,35,02,11
2016023,2016-02-29,04,09,14,25,27,06,11
2016024,2016-03-02,01,02,11,15,18,04,08
2016025,2016-03-05,03,06,13,23,24,07,10
2016026,2016-03-07,02,06,29,30,34,01,07
2016027,2016-03-09,06,11,13,15,28,02,06
2016028,2016-03-12,13,18,20,23,31,03,06
2016029,2016-03-14,20,26,27,29,32,05,12
2016030,2016-03-16,10,19,21,29,33,04,06
2016031,2016-03-19,03,14,24,27,29,04,11
2016032,2016-03-21,05,09,14,20,33,05,12
2016033,2016-03-23,03,14,15,31,35,09,10
2016034,2016-03-26,14,18,31,32,35,09,10
2016035,2016-03-28,17,22,24,25,29,09,12
2016036,2016-03-30,07,15,26,30,31,03,06
2016037,2016-04-02,03,05,13,24,34,03,05
2016038,2016-04-04,03,07,09,15,33,05,12
2016039,2016-04-06,01,08,16,22,28,04,05
2016040,2016-04-09,20,22,29,30,35,01,06
2016041,2016-04-11,12,23,24,27,34,03,06
2016042,2016-04-13,02,06,08,19,24,01,06
2016043,2016-04-16,01,09,16,33,34,09,12
2016044,2016-04-18,01,06,10,20,31,05,11
2016045,2016-04-20,07,11,25,30,33,02,08
2016046,2016-04-23,03,19,22,32,34,08,12
2016047,2016-04-25,02,03,23,29,32,05,09
2016048,2016-04-27,04,12,17,25,27,04,10
2016049,2016-04-30,03,04,05,27,33,04,09
2016050,2016-05-02,07,17,21,29,35,04,05
2016051,2016-05-04,16,21,23,24,32,07,08
2016052,2016-05-07,08,14,19,20,33,10,11
2016053,2016-05-09,04,13,15,30,35,03,05
2016054,2016-05-11,02,05,09,21,30,06,07
2016055,2016-05-14,06,21,27,30,34,04,09
2016056,2016-05-16,10,12,14,31,35,04,05
2016057,2016-05-18,08,17,19,23,30,03,08
2016058,2016-05-21,02,15,17,23,28,05,09
2016059,2016-05-23,02,10,27,28,33,05,07
2016060,2016-05-25,02,06,22,27,34,08,11
2016061,2016-05-28,09,15,17,21,23,07,12
2016062,2016-05-30,02,10,14,15,35,01,09
2016063,2016-06-01,08,12,22,27,35,05,09
2016064,2016-06-04,01,02,10,18,35,05,11
2016065,2016-06-06,01,09,18,22,24,11,12
2016066,2016-06-08,10,28,29,31,33,05,11
2016067,2016-06-11,02,08,11,13,19,02,08
2016068,2016-06-13,05,07,22,26,34,07,12
2016069,2016-06-15,14,17,19,23,30,02,09
2016070,2016-06-18,02,09,13,19,23,05,07
2016071,2016-06-20,08,15,19,20,33,07,12
2016072,2016-06-22,16,20,24,26,31,04,09
2016073,2016-06-25,07,14,17,24,27,08,10
2016074,2016-06-27,01,05,07,11,14,03,08
2016075,2016-06-29,03,07,17,22,31,08,12
2016076,2016-07-02,03,08,10,17,31,05,06
2016077,2016-07-04,09,11,14,16,35,02,05
2016078,2016-07-06,07,18,29,31,35,05,11
2016079,2016-07-09,07,14,15,20,27,05,10
2016080,2016-07-11,15,20,29,30,33,07,12
2016081,2016-07-13,06,07,18,21,33,03,08
2016082,2016-07-16,03,08,23,28,29,02,07
2016083,2016-07-18,01,05,09,33,35,01,05
2016084,2016-07-20,08,12,15,26,35,01,08
2016085,2016-07-23,14,15,27,31,32,01,07
2016086,2016-07-25,03,05,22,25,30,07,09
2016087,2016-07-27,03,16,17,23,25,07,09
2016088,2016-07-30,04,06,17,21,30,06,11
2016089,2016-08-01,07,14,17,28,34,07,10
2016090,2016-08-03,04,06,08,28,32,07,12
2016091,2016-08-06,08,13,17,21,22,02,08
2016092,2016-08-08,02,13,31,33,34,07,11
2016093,2016-08-10,01,08,14,30,35,06,07
2016094,2016-08-13,01,14,16,17,18,05,07
2016095,2016-08-15,08,12,18,19,21,03,06
2016096,2016-08-17,01,06,08,12,21,05,10
2016097,2016-08-20,06,08,18,31,33,10,12
2016098,2016-08-22,08,09,11,20,29,04,05
2016099,2016-08-24,03,04,12,14,27,01,05
2016100,2016-08-27,08,12,19,26,30,02,12
2016101,2016-08-29,04,06,28,33,35,07,12
2016102,2016-08-31,03,05,06,34,35,03,12
2016103,2016-09-03,05,14,20,23,29,03,11
2016104,2016-09-05,01,20,22,23,30,06,07
2016105,2016-09-07,08,11,31,34,35,01,02
2016106,2016-09-10,03,21,30,33,35,01,04
2016107,2016-09-12,02,06,19,24,26,04,06
2016108,2016-09-14,10,17,22,23,25,07,09
2016109,2016-09-17,03,25,28,31,34,11,12
2016110,2016-09-19,07,20,21,23,30,07,10
2016111,2016-09-21,04,09,22,26,27,02,12
2016112,2016-09-24,07,22,23,31,32,04,05
2016113,2016-09-26,10,11,17,30,34,03,12
2016114,2016-09-28,16,17,20,32,33,03,07
2016115,2016-10-01,01,04,15,31,34,02,11
2016116,2016-10-03,04,06,08,19,34,10,12
2016117,2016-10-05,03,09,14,16,23,02,09
2016118,2016-10-08,12,15,18,24,29,03,11
2016119,2016-10-10,02,03,09,21,22,05,10
2016120,2016-10-12,03,10,20,32,34,04,07
2016121,2016-10-15,04,05,08,15,20,01,06
2016122,2016-10-17,01,03,12,14,29,02,06
2016123,2016-10-19,04,05,13,20,32,01,10
2016124,2016-10-22,04,13,24,26,29,08,11
2016125,2016-10-24,06,07,08,28,30,01,02
2016126,2016-10-26,11,13,16,19,24,06,08
2016127,2016-10-29,01,05,15,24,26,09,10
2016128,2016-10-31,17,20,22,30,33,07,08
2016129,2016-11-02,07,08,19,30,35,08,09
2016130,2016-11-05,11,23,32,33,34,01,12
2016131,2016-11-07,06,13,25,28,30,02,07
2016132,2016-11-09,04,18,19,22,35,01,02
2016133,2016-11-12,01,04,05,23,28,05,09
2016134,2016-11-14,01,03,31,32,34,02,07
2016135,2016-11-16,01,10,12,18,35,01,12
2016136,2016-11-19,05,06,07,19,23,04,11
2016137,2016-11-21,07,20,23,29,34,02,10
2016138,2016-11-23,12,13,16,29,35,05,11
2016139,2016-11-26,13,21,30,31,35,01,08
2016140,2016-11-28,12,16,23,29,34,04,11
2016141,2016-11-30,02,06,07,19,28,11,12
2016142,2016-12-03,01,06,17,23,26,06,12
2016143,2016-12-05,04,06,22,27,31,06,07
2016144,2016-12-07,04,05,13,22,31,05,10
2016145,2016-12-10,01,09,11,17,28,03,08
2016146,2016-12-12,21,22,25,29,34,01,11
2016147,2016-12-14,07,19,20,28,30,04,12
2016148,2016-12-17,05,14,15,23,25,06,08
2016149,2016-12-19,01,02,03,12,33,04,09
2016150,2016-12-21,01,10,18,24,29,07,10
2016151,2016-12-24,04,07,11,14,21,05,12
2016152,2016-12-26,08,17,22,24,30,05,11
2016153,2016-12-28,13,18,25,29,35,03,11
2016154,2016-12-31,06,16,17,21,29,04,06
2017001,2017-01-02,07,09,20,31,33,08,10
2017002,2017-01-04,07,12,14,31,34,09,11
2017003,2017-01-07,03,05,06,13,22,09,12
2017004,2017-01-09,05,08,11,28,31,06,07
2017005,2017-01-11,05,09,20,26,35,02,11
2017006,2017-01-14,04,06,23,32,33,05,06
2017007,2017-01-16,08,11,17,25,27,02,04
2017008,2017-01-18,03,04,09,25,32,02,04
2017009,2017-01-21,05,06,08,12,22,03,04
2017010,2017-01-23,04,10,13,18,35,01,02
2017011,2017-01-25,05,15,21,29,34,06,09
2017012,2017-02-04,04,05,24,26,35,07,12
2017013,2017-02-06,05,12,17,30,34,11,12
2017014,2017-02-08,04,08,15,24,25,02,05
2017015,2017-02-11,01,07,19,27,34,01,02
2017016,2017-02-13,03,13,28,30,33,09,10
2017017,2017-02-15,04,19,24,26,29,04,06
2017018,2017-02-18,06,07,10,17,23,01,09
2017019,2017-02-20,02,06,14,23,25,02,10
2017020,2017-02-22,16,21,24,27,28,04,07
2017021,2017-02-25,01,15,17,20,26,06,08
2017022,2017-02-27,02,03,09,17,24,06,12
2017023,2017-03-01,05,08,12,24,34,07,10
2017024,2017-03-04,21,23,29,32,35,11,12
2017025,2017-03-06,10,16,19,20,34,04,05
2017026,2017-03-08,10,14,19,25,32,02,07
2017027,2017-03-11,08,17,25,33,34,03,11
2017028,2017-03-13,06,18,22,23,33,09,11
2017029,2017-03-15,01,06,14,17,29,01,11
2017030,2017-03-18,21,22,24,29,34,05,06
2017031,2017-03-20,02,16,17,30,32,02,09
2017032,2017-03-22,02,13,14,18,29,03,09
2017033,2017-03-25,15,22,23,25,34,05,11
2017034,2017-03-27,06,12,21,26,29,02,11
2017035,2017-03-29,14,17,22,30,33,07,12
2017036,2017-04-01,01,04,09,18,33,02,05
2017037,2017-04-03,13,15,16,32,34,06,11
2017038,2017-04-05,04,05,13,18,27,03,09
2017039,2017-04-08,05,06,14,17,26,03,08
2017040,2017-04-10,04,06,10,23,29,09,11
2017041,2017-04-12,02,04,06,25,31,05,09
2017042,2017-04-15,02,17,31,33,34,01,07
2017043,2017-04-17,06,13,22,25,35,09,12
2017044,2017-04-19,11,16,17,18,25,02,09
2017045,2017-04-22,01,08,11,21,35,09,12
2017046,2017-04-24,04,17,20,23,30,02,03
2017047,2017-04-26,15,19,32,33,34,09,12
2017048,2017-04-29,07,09,13,15,19,03,10
2017049,2017-05-01,09,12,14,22,31,05,08
2017050,2017-05-03,12,14,17,20,28,02,06
2017051,2017-05-06,14,17,18,22,29,10,11
2017052,2017-05-08,03,19,24,28,33,04,12
2017053,2017-05-10,06,19,20,22,26,01,11
2017054,2017-05-13,16,29,30,32,33,04,05
2017055,2017-05-15,19,20,22,30,33,03,09
2017056,2017-05-17,01,04,24,27,32,03,10
2017057,2017-05-20,12,16,19,23,24,02,05
2017058,2017-05-22,14,18,20,21,28,03,06
2017059,2017-05-24,08,11,13,15,17,03,10
2017060,2017-05-27,09,15,20,26,31,05,12
2017061,2017-05-29,10,19,23,25,30,02,04
2017062,2017-05-31,01,04,06,08,28,08,12
2017063,2017-06-03,18,21,22,24,29,05,11
2017064,2017-06-05,01,08,20,27,30,03,04
2017065,2017-06-07,05,11,12,19,28,05,12
2017066,2017-06-10,11,15,23,26,30,02,11
2017067,2017-06-12,10,17,18,32,35,10,11
2017068,2017-06-14,07,08,19,24,27,06,07
2017069,2017-06-17,10,16,20,23,32,08,11
2017070,2017-06-19,06,16,18,26,30,02,03
2017071,2017-06-21,01,04,11,14,33,05,07
2017072,2017-06-24,01,03,29,32,34,02,05
2017073,2017-06-26,07,18,28,31,33,01,02
2017074,2017-06-28,08,10,11,13,17,08,11
2017075,2017-07-01,05,11,16,18,35,01,06
2017076,2017-07-03,02,07,25,30,35,07,12
2017077,2017-07-05,01,03,04,25,31,06,09
2017078,2017-07-08,04,05,27,31,34,03,06
2017079,2017-07-10,01,17,19,32,33,02,11
2017080,2017-07-12,08,10,21,30,31,02,05
2017081,2017-07-15,02,12,15,20,34,01,06
2017082,2017-07-17,05,13,20,21,25,08,09
2017083,2017-07-19,02,05,14,22,34,03,09
2017084,2017-07-22,06,11,14,21,31,09,12
2017085,2017-07-24,09,13,14,25,30,02,05
2017086,2017-07-26,12,15,18,22,31,01,08
2017087,2017-07-29,03,14,21,29,35,02,06
2017088,2017-07-31,05,28,31,34,35,08,09
2017089,2017-08-02,03,05,06,15,18,03,10
2017090,2017-08-05,03,06,15,22,35,09,11
2017091,2017-08-07,01,05,07,16,19,03,12
2017092,2017-08-09,03,07,09,17,34,04,05
2017093,2017-08-12,05,06,17,21,29,02,04
2017094,2017-08-14,03,05,08,29,33,04,08
2017095,2017-08-16,15,32,33,34,35,03,12
2017096,2017-08-19,03,07,09,17,28,04,12
2017097,2017-08-21,07,14,19,22,34,07,12
2017098,2017-08-23,06,09,17,30,35,10,11
2017099,2017-08-26,08,09,17,18,24,03,07
2017100,2017-08-28,02,05,18,19,31,01,09
2017101,2017-08-30,05,15,21,25,29,05,08
2017102,2017-09-02,01,12,23,24,29,08,12
2017103,2017-09-04,04,19,20,24,29,03,04
2017104,2017-09-06,09,11,22,27,30,09,11
2017105,2017-09-09,04,15,22,24,32,02,09
2017106,2017-09-11,09,12,18,23,29,02,04
2017107,2017-09-13,04,10,19,25,27,06,12
2017108,2017-09-16,01,04,15,21,22,04,09
2017109,2017-09-18,06,09,19,26,34,05,07
2017110,2017-09-20,10,14,20,21,35,02,05
2017111,2017-09-23,02,14,17,26,34,08,12
2017112,2017-09-25,05,06,20,31,32,06,12
2017113,2017-09-27,05,08,17,18,23,04,12
2017114,2017-09-30,06,07,12,18,23,01,12
2017115,2017-10-02,14,19,20,25,31,06,08
2017116,2017-10-04,02,27,30,32,33,01,03
2017117,2017-10-07,05,07,09,24,32,08,10
2017118,2017-10-09,02,07,16,20,33,03,11
2017119,2017-10-11,05,07,13,29,35,03,08
2017120,2017-10-14,08,15,24,26,27,05,06
2017121,2017-10-16,01,06,12,26,31,01,07
2017122,2017-10-18,03,12,18,29,34,03,11
2017123,2017-10-21,03,15,23,26,32,01,12
2017124,2017-10-23,03,29,30,32,35,03,08
2017125,2017-10-25,07,11,18,26,28,04,05
2017126,2017-10-28,03,04,13,24,33,01,11
2017127,2017-10-30,02,15,18,21,22,03,10
2017128,2017-11-01,09,11,13,18,33,02,03
2017129,2017-11-04,05,17,20,32,33,04,09
2017130,2017-11-06,05,18,28,33,34,03,04
2017131,2017-11-08,03,05,08,19,34,01,12
2017132,2017-11-11,11,17,23,26,27,01,10
2017133,2017-11-13,15,17,19,32,33,01,03
2017134,2017-11-15,07,18,19,32,34,02,10
2017135,2017-11-18,01,12,15,19,22,02,04
2017136,2017-11-20,01,11,20,21,22,03,04
2017137,2017-11-22,01,20,22,28,29,05,07
2017138,2017-11-25,04,07,09,20,25,02,11
2017139,2017-11-27,02,06,19,25,32,09,12
2017140,2017-11-29,10,16,25,26,29,01,05
2017141,2017-12-02,02,08,21,22,29,03,05
2017142,2017-12-04,01,05,16,19,28,02,10
2017143,2017-12-06,06,09,24,29,32,02,07
2017144,2017-12-09,03,21,23,29,32,10,11
2017145,2017-12-11,04,07,17,18,19,03,10
2017146,2017-12-13,01,05,11,14,35,09,10
2017147,2017-12-16,05,16,17,25,34,01,11
2017148,2017-12-18,19,27,31,32,35,11,12
2017149,2017-12-20,10,18,19,25,26,04,12
2017150,2017-12-23,03,06,10,13,18,09,11
2017151,2017-12-25,05,06,23,28,32,04,05
2017152,2017-12-27,02,04,07,23,28,02,08
2017153,2017-12-30,01,09,24,26,34,09,12
2018001,2018-01-01,01,13,22,25,35,03,04
2018002,2018-01-03,12,20,23,27,34,01,06
2018003,2018-01-06,04,21,23,24,30,09,10
2018004,2018-01-08,04,09,22,28,30,01,10
2018005,2018-01-10,04,09,23,24,30,08,11
2018006,2018-01-13,19,20,30,32,33,03,05
2018007,2018-01-15,03,04,28,31,34,04,11
2018008,2018-01-17,09,15,17,20,22,10,11
2018009,2018-01-20,10,12,28,30,34,03,04
2018010,2018-01-22,24,25,26,28,29,04,12
2018011,2018-01-24,03,13,15,23,26,01,10
2018012,2018-01-27,03,22,24,29,34,07,11
2018013,2018-01-29,08,24,31,33,35,07,10
2018014,2018-01-31,14,16,18,24,31,01,08
2018015,2018-02-03,04,13,15,18,29,05,11
2018016,2018-02-05,01,02,12,13,23,09,12
2018017,2018-02-07,04,19,21,23,31,04,09
2018018,2018-02-10,06,08,13,24,28,06,12
2018019,2018-02-12,10,11,19,21,28,05,12
2018020,2018-02-14,01,10,13,14,21,09,12
2018021,2018-02-24,05,06,08,09,15,04,11
2018022,2018-02-26,02,10,19,33,35,05,06
2018023,2018-02-28,12,13,18,21,29,02,08
2018024,2018-03-03,02,16,24,30,32,04,07
2018025,2018-03-05,07,08,09,15,34,07,08
2018026,2018-03-07,01,02,03,04,30,03,05
2018027,2018-03-10,01,18,20,21,26,04,11
2018028,2018-03-12,04,19,25,30,35,04,07
2018029,2018-03-14,03,09,21,25,29,01,08
2018030,2018-03-17,05,18,21,28,32,09,11
2018031,2018-03-19,03,08,13,17,23,05,11
2018032,2018-03-21,07,10,17,32,35,05,12
2018033,2018-03-24,02,03,19,23,34,04,09
2018034,2018-03-26,08,11,22,27,32,03,07
2018035,2018-03-28,05,07,10,12,24,07,11
2018036,2018-03-31,11,17,18,21,27,07,08
2018037,2018-04-02,01,03,27,30,31,02,11
2018038,2018-04-04,14,23,25,31,32,01,03
2018039,2018-04-07,02,07,14,29,32,10,11
2018040,2018-04-09,05,07,18,27,31,01,08
2018041,2018-04-11,01,23,25,31,33,01,12
2018042,2018-04-14,03,19,25,29,35,05,09
2018043,2018-04-16,03,06,13,28,33,04,11
2018044,2018-04-18,02,04,06,18,21,05,08
2018045,2018-04-21,02,05,20,30,35,05,09
